"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"AMES","8888","Thesis Credit: Doctoral","Twin Cities","x","1","24","Yes","10","100","NGA - No Grade Associated","009324","Every Fall, Spring & Summer"
"AMES","8920","Topics in Asian culture","Twin Cities","Topics specified in Class Schedule.","1","3","Yes","3","9","S-N - S-N Grade Basis","-","Every Fall & Spring"
"AMES","8993","Directed Study","Twin Cities","Directed readings in foreign language(s) of specialty, where appropriate.

prereq: PhD student","1","4","Yes","4","16","OPT - Student Option","-","Every Fall & Spring"
"AMIN","1001","Introduction to American Indian & Indigenous Peoples","Twin Cities","Introduction to how voices/visions of indigenous peoples have contributed to history of cultural expression in North America. Historic contexts/varieties of this expression by region, tribal cultures. Emphasizes contributions in literature, philosophy, politics, fine arts.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","1003","American Indians in Minnesota","Twin Cities","History, culture, and lived experience of American Indian people in Minnesota. Self-representation and histories of Anishinaabe (Ojibwe) and Dakota peoples through film, music, oral traditions, and written texts. Work by non-Indian scholars focuses on cultural, philosophical, and linguistic perspectives of Anishinaabe and Dakota peoples.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall & Spring"
"AMIN","1201","Racial Formation and Transformation in the United States","Twin Cities","What does it take to discuss race seriously? An exploration of this question demands a counter-narrative, for our contemporary moment is such that a growing public opinion (1) casts America as a “raceless nation,” (2) interprets antiracism as “reverse racism,” and (3) embraces “diversity” to maintain the racial status quo. Talking about race is not easy to be sure; it engenders a host of unsettling emotions ranging from guilt and shame to anger. Yet not talking about race as a social fact in American life and culture merely reinforces the existing racial hierarchy. It forecloses opportunities to reach across boundaries of social difference to strive toward a shared sense of community and belonging. Together, we will participate in racial struggles, albeit at times painful and challenging, to address and grapple with ethical-political imperatives to pursue social justice and make the notion of diversity anew. ","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"AMIN","3001","Public History","Twin Cities","Interpretations of collective past as produced in public venues, including museum exhibitions, films, theme parks, and websites. Intellectual and political issues in history produced for public audiences. Career opportunities.","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall & Spring"
"AMIN","3107","The Structure of Anishinaabemowin: The Ojibwe Language","Twin Cities","Analysis of Anishinaabemowin (Ojibwe language) structure in the context of an endangered Algonquian language. Examine writing systems, phonological (sound) features, morphology (word parts), and grammatical structures as documented historically and presently. The aim of the course is to provide students with an overview of the structure of Anishinaabemowin and introduce them to primary sources readings. Unlike language courses students may be familiar with from other departments, this course will not require memorization of extensive amounts of vocabulary — our focus will be on understanding the structure of the language and acquiring an appreciation of the relevant linguistic issues and language revitalization issues.","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Spring"
"AMIN","3141","American Indian Language Planning","Twin Cities","Planning for maintenance/revitalization of North American indigenous languages. Condition/status of languages. Documentation, cultivation, literacy, education.","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall"
"AMIN","3201W","American Indian Literature","Twin Cities","Comparative studies of oral traditions, modern literature from various tribal cultures.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall & Spring"
"AMIN","3301","American Indian Philosophies","Twin Cities","World views of indigenous people of Americas. Topics include native medicines/healing practices, ceremonies/ritual, governance, ecology, humor, tribal histories, status of contemporary native people.","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMIN","3303","American Indians and Photography","Twin Cities","Historical/comparative overview of photos in which American Indian people are central subjects. Primary features of images in American Indian photos. Relationships among those involved in making/viewing photos. Ways in which photos are interpreted. Relation of photos to social contexts in which they are produced and to agencies of those who stand behind their making.","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMIN","3304","Indigenous Filmmakers","Twin Cities","Analysis of film/video made by American Indian writers, directors, producers within contexts of tribally specific cultures/histories, as well as within context of US culture/film history. ","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AMIN","3312","American Indian Environmental Issues and Ecological Perspectives","Twin Cities","American Indian environmental issues in U.S./Canada. Analysis of social, political, economic, legal forces/institutions. Colonial histories/tribal sovereignty.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AMIN","3401","American Indian Art","Twin Cities","This course will emphasize the work of American Indian artists who navigated the complexities of being a Native Modern, including Morrison (Grand Portage Ojibwe), and other Ojibwe fine artists including Patrick Desjarlait (Red Lake Ojibwe), and the Dakota painter, Oscar Howe. The course will also introduce students to the practice of curating, and will ask how we build alternative archives, and what stories clothing, beadwork, baskets, photographs, and other forms of material culture tell us about Indigenous culture and history.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMIN","3402","American Indians and the Cinema","Twin Cities","Representations of American Indians in film, historically/contemporarily. What such representations assert about Native experience and cultural viability. What they reflect about particular relationships of power.","3","3","No","1","3","AFV - A-F or Audit","-","Every Spring & Summer"
"AMIN","3409","Indigenous Women of Turtle Island","Twin Cities","This combined undergraduate and graduate course provides an interdisciplinary mechanism for exploring Indigenous feminist and queer Indigenous studies. Although the course title indicates a specific focus on women and their political, cultural and intellectual production, we will also explore Indigenous feminist and queer writings that raise critical questions about normative gender and sexuality—including the concept of “womanhood.” We will explore the following topics: the relationship between mainstream feminism and Indigenous feminism; gender and sexual violence; settler colonialism and decolonization; law and restorative justice; sexuality; two-spirit, queer, and gender non-conforming subjectivities and politics; sexual and reproductive health; activism; the environment, embodiment, and materialisms; culture and tradition; erotics; biopolitics; Indigenous epistemologies; and sovereignty and governance.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"AMIN","3412","Comparative Indigenous Feminisms of The Americas","Twin Cities","This course will critically and closely engage with indigenous feminisms in the Americas. What does it mean to be an intersectional indigenous feminist? How are indigenous womyn activists, cultural workers, and intellectuals throughout the Americas theorizing and critiquing the production of gender, gender roles, heterosexualism, patriarchy, and anti-Indigenous racism? How are rape and conquest tied to the emergence of patriarchy and the sexualization and violence committed against indigenous womyn’s bodies and queer bodies? This course will consider these questions from indigenous queer and feminist perspectives. Initially, we will set out to understand how the colonization of indigenous peoples in the Americas influenced past and contemporary understandings of race and otherness on the continent. We will analyze how European explorers codified indigenous bodies as different and drew binaries between themselves and indigenous peoples as racial others. We will explore how violence committed against indigenous bodies solidified ideas about indigeneity and how exploitation in colonial institutions turned indigenous bodies into commodities. Additionally, we will consider how colonization and colonial institutions racialized indigenous bodies through sexual violence and rape. Furthermore, we will consider how the imposition of patriarchy and the importation of capitalism established a Eurocentric colonial gender system, which disrupted broader pre-colonial indigenous ideas about gender and sexuality. On the one hand, the gender binary stripped indigenous womyn of their political power and voice by relegating them to the domestic sphere, and, on the other, the new system negated indigenous genders and gender roles, which fell outside of the binary, consequently erasing the existence and validity of queer indigenous people. We will engage with decolonial feminist voices to further our understanding of the impact of pre-colonial conceptualizations of gender and sexuality.
The course will examine the relationship between Western feminism and indigenous feminism, as well as the interconnections between womyn of color feminism and indigenous feminism. In addition to exploring how indigenous feminists have theorized from ""the flesh"" of their embodied experience of colonialism, the course will also consider how indigenous womyn are articulating decolonization and the embodiment of autonomy through scholarship, cultural revitalization, and activism.  ","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMIN","3602","Archaeology and Native Americans","Twin Cities","Historical, political, legal, and ethical dimensions of the relationship of American archaeology to American Indian people. Case studies of how representational narratives about Native people are created through archaeology, responses by Native communities, and the frameworks for collaborative and equitable archaeological practice. Professional ethics in archaeology/heritage studies in American contexts.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"AMIN","3604","Indigenous Immersion Methods for the Home, Classroom, and Community","Twin Cities","Prepares students as advanced language students to participate in and facilitate immersion environments within both formal and informal settings including the home, second language classrooms, immersion classrooms, language tables, immersion camps, and other community settings. prereq: OJIB 3104, DAKO 3124 or four semesters of another target language, or with instructor approval.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"AMIN","3711","Dakota Culture and History","Twin Cities","Dakota culture, language, history, literature. Contemporary issues, the arts.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","3871","American Indian History: Pre-Contact to 1830","Twin Cities","American Indian history from the era of ancient Native America to the removal era.  Social, cultural, political, and economic diversity of Native American peoples and Native American experiences with European colonialism.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","3872","American Indian History: 1830 to the Present","Twin Cities","Focus on the impact of federal Indian policy on American Indian cultures and societies, and on American Indian culture change.  ","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","3920","American Indian Studies Topics","Twin Cities","Various topics in American Indian Studies.","3","3","No","2","6","AFV - A-F or Audit","-","Every Fall & Spring"
"AMIN","4101","Decolonizing Archives","Twin Cities","Archives are not neutral. In order to decolonize them, scholars in anthropology and other disciplines must first understand the ways in which Western settler values have structured them. Who decides acquisition policy? How are items indexed, described, and related to one another? Who has access, and under what conditions? And who is structurally excluded? In this course we decolonize by recontextualizing both the archives as institutions and their contents. In other words, we use methods appropriate for contemporary anthropological archival research. We will consider preservation, curation, organizational bias in archives, analytic scale, voice, and how historical texts are material culture. Students engage in original archival research.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMIN","4231","Color of Public Policy: African Americans, American Indians, Asian Americans, & Chicanos in the U.S.","Twin Cities","Structural or institutional conditions through which people of color have been marginalized in public policy. Critical evaluation of social theory in addressing the problem of contemporary communities of color in the United States. ","3","3","No","1","3","OPT - Student Option","-","Periodic Fall"
"AMIN","4501","Law, Sovereignty, and Treaty Rights","Twin Cities","History of American Indian law and the post-contact effects of colonial and U.S. law on American Indians through the 20th century.

prereq: 1001","3","3","No","1","3","OPT - Student Option","-","Periodic Fall, Spring & Summer"
"AMIN","4511","Indigenous Political Economies","Twin Cities","Sources, nature, consequences of social/economic development/change in Indian communities. Precontact Indian communities. Effect of European contact. Social movements into 20th century, including phenomenon of urban Indian communities.

prereq: 1001","3","3","No","1","3","OPT - Student Option","-","Periodic Fall, Spring & Summer"
"AMIN","4525W","Federal Indian Policy","Twin Cities","Formulation, implementation, evolution, comparison of Indian policy from pre-colonial times to self-governance new millennium. Theoretical approaches to federal Indian policy. Major federal Indian policies. Views/attitudes of policy-makers, reactions of indigenous nations to policies. Effect of bodies of literature related to policies.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall, Spring & Summer"
"AMIN","4821W","Capstone Seminar","Twin Cities","Seminar for preparation/completion of American Indian Studies Senior Project requirement.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall"
"AMIN","4990","Topics in American Indian Studies","Twin Cities","Topics specified in Class Schedule.","1","4","Yes","2","8","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMIN","4994","Directed Research","Twin Cities","Individually arranged research with faculty to meet student needs and interests.
Prereq-instr consent, dept consent, college consent.","1","12","Yes","18","18","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMIN","4996","Field Study","Twin Cities","Opportunities for experiential learning in a variety of American Indian community settings. Consult department faculty at least one term before enrolling.
Prereq-instr consent, dept consent, college consent.","1","12","Yes","18","18","OPT - Student Option","-","Every Fall & Spring"
"AMIN","5107","The Structure of Anishinaabemowin: The Ojibwe Language","Twin Cities","Analysis of Anishinaabemowin (Ojibwe language) structure in the context of an endangered Algonquian language. Examine writing systems, phonological (sound) features, morphology (word parts), and grammatical structures as documented historically and presently. The aim of the course is to provide students with an overview of the structure of Anishinaabemowin and introduce them to primary sources readings. Unlike language courses students may be familiar with from other departments, this course will not require memorization of extensive amounts of vocabulary — our focus will be on understanding the structure of the language and acquiring an appreciation of the relevant linguistic issues and language revitalization issues.","3","3","No","1","3","AFV - A-F or Audit","011836","Periodic Fall"
"AMIN","5141","American Indian Language Planning","Twin Cities","Planning for maintenance/revitalization of North American indigenous languages. Condition/status of languages. Documentation, cultivation, literacy, education.

prereq: 3103 or 3123 or instr consent","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall"
"AMIN","5402","American Indians and the Cinema","Twin Cities","Representations of American Indians in film, historically/contemporarily. What such representations assert about Native experience and cultural viability. What they reflect about particular relationships of power.","3","3","No","1","3","AFV - A-F or Audit","-","Every Spring & Summer"
"AMIN","5409","Indigenous Women of Turtle Island","Twin Cities","This combined undergraduate and graduate course provides an interdisciplinary mechanism for exploring Indigenous feminist and queer Indigenous studies. Although the course title indicates a specific focus on women and their political, cultural and intellectual production, we will also explore Indigenous feminist and queer writings that raise critical questions about normative gender and sexuality—including the concept of “womanhood.” We will explore the following topics: the relationship between mainstream feminism and Indigenous feminism; gender and sexual violence; settler colonialism and decolonization; law and restorative justice; sexuality; two-spirit, queer, and gender non-conforming subjectivities and politics; sexual and reproductive health; activism; the environment, embodiment, and materialisms; culture and tradition; erotics; biopolitics; Indigenous epistemologies; and sovereignty and governance.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"AMIN","5412","Comparative Indigenous Feminisms of The Americas","Twin Cities","This course will critically and closely engage with indigenous feminisms in the Americas. What does it mean to be an intersectional indigenous feminist? How are indigenous womyn activists, cultural workers, and intellectuals throughout the Americas theorizing and critiquing the production of gender, gender roles, heterosexualism, patriarchy, and anti-Indigenous racism? How are rape and conquest tied to the emergence of patriarchy and the sexualization and violence committed against indigenous womyn’s bodies and queer bodies? This course will consider these questions from indigenous queer and feminist perspectives. Initially, we will set out to understand how the colonization of indigenous peoples in the Americas influenced past and contemporary understandings of race and otherness on the continent. We will analyze how European explorers codified indigenous bodies as different and drew binaries between themselves and indigenous peoples as racial others. We will explore how violence committed against indigenous bodies solidified ideas about indigeneity and how exploitation in colonial institutions turned indigenous bodies into commodities. Additionally, we will consider how colonization and colonial institutions racialized indigenous bodies through sexual violence and rape. Furthermore, we will consider how the imposition of patriarchy and the importation of capitalism established a Eurocentric colonial gender system, which disrupted broader pre-colonial indigenous ideas about gender and sexuality. On the one hand, the gender binary stripped indigenous womyn of their political power and voice by relegating them to the domestic sphere, and, on the other, the new system negated indigenous genders and gender roles, which fell outside of the binary, consequentially erasing the existence and validity of queer indigenous people. We will engage with decolonial feminist voices to further our understanding of the impact of pre-colonial conceptualizations of gender and sexuality.
The course will examine the relationship between Western feminism and indigenous feminism, as well as the interconnections between womyn of color feminism and indigenous feminism. In addition to exploring how indigenous feminists have theorized from ""the flesh"" of their embodied experience of colonialism, the course will also consider how indigenous womyn are articulating decolonization and the embodiment of autonomy through scholarship, cultural revitalization, and activism.  ","3","3","No","1","3","OPN - Student Option No Audit","-","Periodic Fall & Spring"
"AMIN","5602","Archaeology and Native Americans","Twin Cities","Historical, political, legal, and ethical dimensions of the relationship of American archaeology to American Indian people. Case studies of how representational narratives about Native people are created through archaeology, responses by Native communities, and the frameworks for collaborative and equitable archaeological practice. Professional ethics in archaeology/heritage studies in American contexts.","3","3","No","1","3","OPT - Student Option","001186","Fall Even Year"
"AMIN","5890","Readings in American Indian and Indigenous History","Twin Cities","Students in this course will read recently published scholarship in American Indian and Indigenous history that takes up pressing research questions, promises to push inquiry in new directions, and that theorizes important interventions in our thinking to understand where the field is situated and moving. Reflecting the instinctively interdisciplinary nature of American Indian and Indigenous history, readings will be drawn not just from the discipline of history but across other disciplines such as Anthropology, American Studies, Geography, Literature, Political Science, and Legal Studies. As well, readings will include scholarship that reaches out to embrace the Global Indigenous studies turn.
prereq: Advanced undergrad with instr consent or grad student","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMIN","5891","American Indian and Indigenous Studies Workshop","Twin Cities","The American Indian and Indigenous Studies Workshop brings graduate and advanced undergraduate students and faculty together to read and provide intensive feedback (written and oral) on their works in progress. As an interdisciplinary field, AIIS students stand to benefit from ongoing and engaged conversations about that work that will deepen and enhance their professionalization in the field. The readings for the workshop are submissions from the membership of the workshop (which will include participants who are not formally enrolled in the workshop). We read and consider two submissions per week (sometimes more if the submissions are shorter) that are pre-circulated to all participants via the workshop's listserv. Readings under consideration include research papers, dissertation chapters, article manuscripts, research proposals, conference papers, and other submissions that will benefit from intensive engagement with the members and will deepen the knowledge of all of the participants. Students will gain experience with the research, writing, and revision process as well as scholarly conversations about original research and writing. The overarching aim of the workshop is to develop research, writing, revision, and scholarly discussion skills as well as community-building in American Indian and Indigenous Studies and professionalization in an increasingly interdisciplinary and global field of study.","2","2","Yes","8","16","SNV - S-N or Audit","-","Every Fall & Spring"
"AMIN","5920","Topics in American Indian Studies","Twin Cities","Various topics in American Indian studies, depending upon instructor/semester.","3","3","Yes","4","12","AFV - A-F or Audit","-","Every Fall & Spring"
"AMIN","5991","Graduate Level Directed Studies","Twin Cities","Contact department for futher information.

prereq: dept consent","1","6","Yes","3","9","AFV - A-F or Audit","-","Every Spring"
"AMIN","8101","Decolonizing Archives","Twin Cities","Archives are not neutral. In order to decolonize them, scholars in anthropology and other disciplines must first understand the ways in which Western settler values have structured them. Who decides acquisition policy? How are items indexed, described, and related to one another? Who has access, and under what conditions? And who is structurally excluded? In this course we decolonize by recontextualizing both the archives as institutions and their contents. In other words, we use methods appropriate for contemporary anthropological archival research. We will consider preservation, curation, organizational bias in archives, analytic scale, voice, and how historical texts are material culture. Students engage in original archival research.","3","3","No","1","3","OPT - Student Option","000017","Periodic Fall & Spring"
"AMIN","8301","Critical Indigenous Theory","Twin Cities","This course covers the ""critical turn"" in American Indian and Native or Indigenous Studies as evident in the emergence of three overlapping threads or intellectual/political genealogies: critiques of Indigeneity (the claims and conditions of nativeness to specific places), Indigenous Feminist (which foregrounds the salience of gender in indigenous critiques of power structures), and Indigenous Queer, sometimes labeled ""Two-Spirit"" (which foregrounds sexuality). What are the analytical, political, and cultural backgrounds, and what are their purchases for theory, critique, and practice? For interrogating academic and non-academic (including Indigenous) forms of inquiry and knowledge production and being in the world?","3","3","No","1","3","A-F - A-F Grade Basis","013610","Every Fall"
"AMIN","8302","Community Engaged Practicum","Twin Cities","In fulfillment of the PhD Degree in American Indian Studies and in the tradition of producing relevant and community engaged research for Indigenous peoples—which is the hallmark of the field of American Indian and Indigenous Studies (AIIS)—graduate students are required to complete a community engaged project as part of their core training for the AIIS PhD. The goal of this project is for students to demonstrate their ability to apply AIIS theoretical foundations learned in AMIN 8301 to a target topic or issue relevant to a particular Native nation, community, inter/national audience, or Indigenous group/organization. Students must receive a grade of an A in AMIN 8301 to be eligible for this course. The course will culminate in a student-led and initiated project that will be carried out and evaluated in cooperation with a community partner and an AIS faculty advisor.","3","3","No","1","3","OPT - Student Option","013638","Every Spring"
"AMIN","8303","Indigenous Oral Histories","Twin Cities","This course is designed to teach the research methods and practice of American Indian and Indigenous oral histories. There is an optional lab component: students can conduct an oral history interview based on the themes and methods discussed in the class, or students can write an original research paper using existing oral history collections.","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"AMIN","8444","FTE: Doctoral","Twin Cities","Doctoral credit","1","1","Yes","8","8","NGA - No Grade Associated","013357","Every Fall, Spring & Summer"
"AMIN","8777","Thesis Credits","Twin Cities","N/A","1","18","Yes","10","180","NGA - No Grade Associated","-","Every Fall, Spring & Summer"
"AMIN","8888","Thesis Credit: Doctoral","Twin Cities","Doctoral Thesis Credits for the PhD in American Indian and Indigenous Studies.","1","24","Yes","10","100","NGA - No Grade Associated","013332","Every Fall, Spring & Summer"
"AMIN","8910","Topics in American Indian and Indigenous Studies","Twin Cities","This is a topics shell","1","3","Yes","3","9","OPT - Student Option","-","Periodic Fall, Spring & Summer"
"AMIN","8991","Directed Study","Twin Cities","Directed Study in American Indian Studies

Prereq: Instructor Consent","1","3","Yes","3","9","OPT - Student Option","-","Every Fall & Spring"
"AMST","1012","Migrants, Refugees, Citizens, and Exiles: The U.S. on an Immigrant Planet","Twin Cities","Immigration to the United States at various historical periods and across geographical/political terrains. How immigration, as a national/racial project, is shaped by legal categories and discursive practices based on race, class, gender, and sexuality. Diverse ways marginalized groups produce national/transnational political practices.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AMST","1101","Imagining Asian America","Twin Cities","What are the histories, cultures, and experiences of Asian Americans, the fastest-growing group in the United States? How do they fit into the U.S.'s history of immigration, race, and citizenship? Is the ""model minority"" myth really true? This course is an introduction to Asian American Studies, an interdisciplinary field that uses ethnography, literature, histories, films, memoirs, and other texts to study how the history of Asian immigration to the United States has visibly shaped existing Asian American communities and identities, and how ""Asian America"" is central to a more general understanding of American popular culture and public life.

The course is roughly organized chronologically. We will first begin with an introduction to the field of Asian American Studies by asking the questions: What is Asian America? What is Asian American Studies? We will then examine important concepts, categories, and processes before exploring the rich history of Asian migration to the United States and contemporary issues facing Asian Americans today.

One of the core principles of this course is to encourage active and interdisciplinary learning. This means that we will be learning in a variety of ways to explore and understand the material (reading, writing, watching, listening, seeing, discussing, presenting). We will be drawing from a wide range of disciplines (history, law, sociology, education, cultural studies, psychology, etc.). And we will be using a variety of materials (memoir, scholarly articles, historical documents, government records, newspapers, films, photographs, popular culture, etc.) Your active participation in these activities is essential.","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall"
"AMST","1401","Comparative Genders and Sexualities","Twin Cities","Gender/sexual practices/identities within international framework. How such practices/identities reflect/refract national ideals and express national/international division.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AMST","1511","Americans Abroad:  Rethinking Travel, Culture, & Empire","Twin Cities","In this course, we will look at Americans (including ourselves) who travel abroad and what their experiences, both in the present and historically, tell us about how we imagine others and our/their place in the world. What do these experiences tell us about who we are as a people, a culture, and a nation? This course will examine how these experiences have transformed (and continue to transform) Americans and the countries and cultures with which they interact. Indeed, this course challenges students to consider the overall effects that these processes have had on America's relationship with the rest of the world.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AMST","1913","The Rise of the Bots","Twin Cities","We live in the age of AI. We’ve been told that artificial intelligence tools will revolutionize our lives: Large language models like ChatGPT will radically improve work productivity and transform healthcare through improved diagnosis and by generating new drug therapies. Our lives will be made easier through the use of SMART technologies and self-driving cars. Sam Altman, the CEO of OpenAI, explains this moment: “We are here for the glorious future. With superintelligence, we can do anything else. Superintelligent tools could massively accelerate scientific discovery and innovation well beyond what we are capable of doing on our own, and in turn massively increase abundance and prosperity.” This story of the future as a new frontier of “discovery and innovation” made possible by the rise of the bots is not new. Every generation since the Industrial Revolution has been told a similar story. When I was a child, the future was predicted to be filled with flying cars and robots caring for us and our homes. 

This course explores the role of technology in extolling a future of “abundance and prosperity.” We examine the ideological underpinnings of this imagined future in order to consider the very real costs—monetary, environmental, human—associated with building these dystopian dreams. We interrogate how notions of progress and innovation have been historically racialized, gendered, and spatialized to limit who gets included and excluded in this radical new imaginary. Drawing on popular culture, archives, and science fiction, we trace how technology is more than just a tool for disruption—to “move fast and break things” as envisioned by Mark Zuckerberg. Instead, we delve into how building this new world order entails pairing these technologies with settler colonial tools of extraction and dispossession. Finally, the course offers a space to discuss our visions for the future and how we might intervene to make a more just future possible.  

About the instructor:
Bianet Castellanos is Distinguished McKnight University Professor of American Studies. Trained as an anthropologist, Professor Castellanos invites students to make connections between the everyday and pressing social issues. She writes about popular culture, migration, Indigenous urbanisms, tourism, gender, housing, and settler colonialism. ","3","3","No","1","3","A-F - A-F Grade Basis","001475","Periodic Fall"
"AMST","2011","The United States since September 11","Twin Cities","How American citizenship and nationhood have changed since 9/11. The event and its aftermath in historical perspective. Political, economic, and military antecedents. How 9/11 has changed relations between the U.S. government, U.S. citizens, immigrants, and international community. How 9/11 has been remembered.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"AMST","2031","Chasing the American Dream: Economic Opportunity & Inequality in the U.S.","Twin Cities","This course begins by focusing on the historical origins and meanings of the American dream. How did this dream of unlimited opportunity come about?  What has it meant in different historical moments and to divergent social groups? And, why does it continue to be such a powerful and compelling idea in the United States and around the world?","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMST","2041","The Politics of Pandemics","Twin Cities","This course examines public health in the United States, its institutions, practices, and policies and how they have been applied to infectious and chronic disease, as well as related to health and wellness more broadly.  American public health is contextualized historically and pandemic problems, such as AIDS, tuberculosis, heart disease, obesity, and infectious disease, are examined critically relation to American culture and politics, including the most recent corona-virus pandemic.  Students will gain an in-depth perspective on public health in the United States and how the history of American public health is deeply influenced by politics and culture, particular the dimensions of race, class, gender, and sexuality.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall & Spring"
"AMST","3001","Contemporary Perspectives on Asian America","Twin Cities","Interdisciplinary overview of Asian American identities. Post-1965 migration/community. History, cultural productions, and concerns of Americans of Chinese, Japanese, Korean, South Asian, Filipino, and Southeast Asian ancestry.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AMST","3003","Public History","Twin Cities","Interpretations of collective past as produced in public venues, including museum exhibitions, films, theme parks, websites. Intellectual and political issues in history produced for public audiences. Career opportunities.","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall & Spring"
"AMST","3112","Prince, Porn, and Public Space: The Cultural Politics of the Twin Cities in the 1980s","Twin Cities","This course uses music (especially Prince and the Replacements), debates around pornography/sex, and shifts around access to public space in order to explore the local culture and national importance of the Twin Cities during the 1980s.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"AMST","3113W","Global Minnesota: Diversity in the 21st Century","Twin Cities","Diverse cultural (racial, ethnic, class) groups in America. Institutions/processes that shape their relations and create domination, resistance, hybridity, nationalism, racism, alliance. Specific content may vary.","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMST","3114","America in International Perspective","Twin Cities","The nature of international cultural exchange. The impact of U.S. cultures and society on other countries of the world as well as the impact of other cultures and societies on the United States.   ","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMST","3212","Dissident Sexualities in U.S. History","Twin Cities","History of sexuality in United States. Emphasizes sexualities that have challenged dominant social/cultural norms. Development of transgender, bisexual, lesbian, gay identities/communities. Politics of sex across lines of race/ethnicity. Historical debates over controversial practices, including sex work.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall"
"AMST","3214","Queer Kinship: Undoing the American Family","Twin Cities","What is the American family? Is it a part of the “American Dream”? Is it a claim to national belonging? The American family only exists within US mythology built on imperialism and settler colonialism. This course will explore how the heteronormative nuclear family structure symbolizes modern capitalist society that emphasizes the core American values of individualism, democracy, and the ability to reproduce. Thus, the individual family members are not only transformed into productive citizens but are also tasked with the responsibility to reproduce the nation(alism). For example, the recent advancement for gay marriage is scripted as a new phenomenon that poses as both a threat to the American values and a sign of progress. This paradox exposes the limits of gay identity politics and nationalist ideology within neoliberalism, which later used to justify and rationalize racist and xenophobic ideologies. This course asks: how is the American family always already queer?","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Summer"
"AMST","3253W","American Popular Culture and Politics: 1940 to the Present","Twin Cities","Historical analysis of how popular arts represent issues of gender, race, consumerism, and citizenship. How popular artists define boundaries of citizenship and public life: inclusions/exclusions in polity and national identity. How popular arts reinforce/alter political ideologies.","4","4","No","1","4","OPT - Student Option","-","Every Spring & Summer"
"AMST","3361","Asian Americans and Food","Twin Cities","Asian Americans have always been intimately connected to food practices and institutions in the American imagination. Food is the medium through which Asian American cultural difference, their status as ""perpetual foreigners"" and the ""model minority character"" are typically expressed and disseminated. Historically, Asian migration to the United States was fueled by labor needs particularly in the agricultural sector. In addition, Asian labor has been stereotypically linked to food service and preparation such as the ubiquitous Chinese take-out place and more recently, the sushi and Korean fusion joints. This course is an introduction to the interdisciplinary study of food to better understand the historical, social, and cultural aspects of Asian American food preparation, distribution and consumption. Students will investigate the politics and poetics of Asian American food ways by examining social habits and rituals around food in restaurants, homes, and other public venues. The course texts include ethnographic essays, fictional works, memoirs, magazines, and television shows.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
